SMILES,value
CC(C)C(N)C(=O)O,5.26
Cc1cc2c(cc1NNC1C(=O)NC(=O)NC1=O)=NC(=O)N=2,2.119
Cc1c(Nc2cc(S(=O)(=O)[O-])c(N)c3c2C(=O)c2ccccc2C3=O)cc(S(=O)(=O)[O-])cc1Nc1nc(F)nc(F)c1Cl,5.093
CCN(c1ccccc1)c1nc(Cl)nc(Nc2cc(S(=O)(=O)[O-])cc3c2C(=O)/C(=N/Nc2ccccc2S(=O)(=O)[O-])C(S(=O)(=O)[O-])=C3)n1,1.5
NC(Cc1c[nH]c2ccccc12)C(=O)O,5.17
CC[C@H](C)[C@H](N)C(=O)O,5.41
C[O-],2.1
NCCCOCCCCOCCCN,1.5
O=P([O-])([O-])OP(=O)([O-])[O-],1.1
CCN(CC)c1ccc2nc3ccc(N(CC)CC)cc3[o+]c2c1,0.51
CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC,1.86
O=C[O-],2.51
BrCBr,0.0223
O=C(O)/C=C/C(=O)O,1.306
CCOC(=O)C(C)CC,5.967
O=S(=O)([O-])[O-],2.0
N#CCCC#N,2.67
CC(C)(C)OO,1.85
CC(C)(C)C(=O)O,5.3
O=P([O-])([O-])O,0.83
COP(C)(=O)OC,2.589
O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,3.363
OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,4.9
Cc1cc(S(=O)(=O)[O-])c(N/N=C2/C(=O)C(C(=O)[O-])=Cc3ccccc32)cc1Cl,4.76
ClP(Cl)(Cl)(Cl)Cl,0.205
OCCCCO,15.0
Cn1c(N)c(NC=O)c(=O)n(C)c1=O,5.4
CC12CCC(CC1=O)C2(C)C,10.0
CCCCC(CC)C(=O)Cl,1.24333333333333
C=C(C)C(=O)OC(=O)C(=C)C,2.081
O=P([O-])([O-])[O-],0.83
CNC(=O)/C(C#N)=c1\[nH]c(=C2C(=O)NC(=O)NC2=O)c2ccccc12,5.42
O=[Si]=O,5.01
O=[Mo](=O)([O-])[O-],5.1
O=S(=O)(O)O,0.375
O=[N+]([O-])O,2.65
OCC#CCO,0.69
Cc1cc(Cc2cc(C)cc(C3(C)CCCCC3)c2O)c(O)c(C2(C)CCCCC2)c1,3.18
CC(O)COc1ccccc1,5.4
O=P([O-])([O-])OP(=O)([O-])[O-],0.58
O=S(=O)([O-])OOS(=O)(=O)[O-],2.95
CCC12COCN1COC2,3.1
O=[N+]([O-])[O-],0.527
O=S([O-])[O-],9.625
O=P([O-])([O-])O,2.6
O=P([O-])([O-])[O-],2.6
O=P([O-])([O-])O,2.6
CCCCCCC(=O)O,4.6
O=P([O-])([O-])O,0.83
O=P([O-])([O-])OP(=O)([O-])[O-],0.58
O=P([O-])(O)O,2.6
O=P([O-])([O-])[O-],2.6
O=[N+]([O-])[O-],0.00075
O=B[O-],2.04
O=S(=O)([O-])OOS(=O)(=O)[O-],5.1
O=S(=O)([O-])[O-],3.26
O=[As](O)(O)O,0.995666666666667
O=C(O)CCSCCC(=O)O,5.13
O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-],0.092
O=P([O-])([O-])[O-],0.83
O=[Mo](=O)(O)O,3.92
O=P([O-])([O-])O,5.0
O=P([O-])([O-])[O-],5.1
O=S(=O)([O-])[O-],4.45
O=S(=O)([O-])[O-],2.48
CN(C)CCCCCCN(C)C,0.41
O=[Cr](=O)([O-])[O-],0.27
O=[Mo](=O)([O-])[O-],5.1
O=[N+]([O-])[O-],5.93
CCO[Si](OCC)(OCC)OCC,13.4
CCOP(=O)(OCC)OCC,8.817
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,6.4
CC(O)CN,3.46
O=CCCCC=O,0.303333333333333
CC(=O)C=O,13.6
O=[V](=O)O,2.51666666666667
O=C([O-])c1ccccc1C(=O)O[O-],1.72
O=C(O)CCl,1.268
O=C(O)CO,4.4
CC(=O)OO,1.17075
C[C@H](O)C(=O)O,7.94
CC(=O)C(N=Nc1cc(C(=O)Nc2cc(C(F)(F)F)ccc2Oc2ccc(Cl)cc2)ccc1Cl)C(=O)Nc1cc(Cl)c(NC(=O)C(N=Nc2cc(C(=O)Nc3cc(C(F)(F)F)ccc3Oc3ccc(Cl)cc3)ccc2Cl)C(C)=O)cc1C,1.7
CCCC(C)C1OCC(C)(CCC)CO1,0.75
CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,2.99
C=CCCCCCCCCC(=O)OC,3.76
O=C1NC(=O)c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)NC5=O,0.41
O=c1c2ccccc2c(=O)c2c1ccc1[nH]c3c(ccc4c(=O)c5ccccc5c(=O)c43)[nH]c12,5.5
CC(O)C(=O)[O-],7.94
CCNc1nc(NC(C)C)nc(SC)n1,2.22
O=C(Nc1ccc(S(=O)(=O)[O-])c2c1C(=O)/C(=N/Nc1ccc3c(CNc4nc(F)nc(F)c4Cl)cccc3c1S(=O)(=O)[O-])C(S(=O)(=O)[O-])=C2)c1ccccc1,1.933
COC(=O)c1ccc2cc(C(=O)OC)ccc2c1,2.15
O=C1NC(c2ccc(Cl)cc2)=C2C(=O)NC(c3ccc(Cl)cc3)=C12,2.25
O=C1OC(=O)c2ccccc21,2.14
C=C(Br)C(=O)Nc1ccc(N=Nc2c(N)ccc3cc(S(=O)(=O)[O-])ccc23)c(S(=O)(=O)c2ccc(C)c(S(=O)(=O)[O-])c2)c1,0.42
C[C@H](O)C(=O)[O-],7.94
CCCCCCCCN,1.6
O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,5.25
CN1CCCC1=O,5.1
O=Cc1ccncc1,5.14
CC1CC(=O)CC(C)(C)C1,14.2
C=CN1CCCC1=O,3.08666666666667
Clc1ccccc1C(Cl)Cl,7.3
NC(=O)c1ccccc1N,5.4
Nc1ccccc1[N+](=O)[O-],2.529
O=C(O)c1ccccc1C(=O)O,5.058
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,5.289
NC(=O)[O-],4.74
COc1ccccc1N,3.87
CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl,5.0
Oc1ccccc1-c1ccccc1,0.949
CN[C@@H](C)[C@@H](O)c1ccccc1,2.0
c1ccc(Nc2ccccc2)cc1,5.0
CCCCCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,5.1
CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(OC)n1,5.18
c1ccc2c(c1)CCNC2,1.92733333333333
CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,1.97
Nc1nc(N)nc(-c2ccccc2)n1,2.932
O=[W](=O)([O-])[O-],5.35
Cc1cc(-c2ccc(N=C=O)c(C)c2)ccc1N=C=O,1.59
CC(O)S(=O)(=O)[O-],5.8
CC(C)(C)OOC(=O)C(C)(C)C,7.05333333333333
CCCC[NH+](C)C,2.0
C=CCc1ccc(OC)c(OC)c1,4.8
COc1ccc(CC#N)cc1OC,5.5
O=C1OCC(CO)O1,5.6
CCCCCCCCCCOC(=O)C(CC)CCCC,10.55
C/C(=C\C#N)CCc1ccccc1,5.31
CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,2.0
O=[N+]([O-])[O-],4.5
O=C1C=CC(=O)N1c1ccccc1,0.034
CCCCC(CC)C[O-],0.89
CCCCNP(N)(N)=S,2.16666666666667
O=C(c1ccccc1)C1(O)CCCCC1,1.0
c1ccc2scnc2c1,5.0
Nc1ccc(Cl)c(Cl)c1,0.631
O=C(CO)CO,5.0
OCC(O)CS,1.275
O=C1CCCO1,5.1
O=Cc1ccco1,0.54
FC(F)(F)c1cccc(Cl)c1,0.0236
FC(F)(F)c1ccc(Cl)cc1,32.03
CC1COc2ccccc2N1C(=O)C(Cl)Cl,2.0
Cc1ccc([N+](=O)[O-])cc1,0.851
CCCCCCCCSc1nc(Nc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)nc(SCCCCCCCC)n1,1.0
CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12,0.935
O=BOO,1.165
CO[Si](CC(C)C)(OC)C(C)C,4.0
CCCCCCC(O)CO,7.015
COC(=O)CCCC(=O)OC,11.0
CCCCCCCCCCCCO,71.0
CCCCCCCCCCCCCCCCCCCC,5.991
O=Cc1ccccn1,1.18666666666667
CCCCC(CC)CN1C(=O)C2C3C=CC(C3)C2C1=O,1.95333333333333
OB(O)O,2.03
OCC(CO)(CO)CO,5.15
CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC,5.1
O=c1[nH]c2ccccc2c(=O)o1,5.3
O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,2.485
Oc1c(Br)cc(Br)cc1Br,50.0
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.01
COC(=O)c1ccccc1O,0.9
COc1ccc(CCN)cc1OC,5.5
Oc1ccc(Cl)cc1Cc1ccccc1,2.51
CN1CCCC1,4.5
[O-][Cl+][O-],0.043
O=S(=O)([O-])[O-],3.26
[O-]B([O-])[O-],2.04
S=S=[Ni][Ni][Ni],1.138
O=[Sn]([O-])[O-],4.35
O=C(Cl)c1ccc2c(c1)C(=O)OC2=O,2.33
c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,6.7
[C-]#[W],5.3
Cc1ccc([N+](=O)[O-])cc1Cl,0.528
O=C(O)c1cccc(C(=O)O)c1,11.37
[NH4+],0.1
[SiH2]=[Mo]=[SiH2],1.93
S=[W]=S,5.25
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)c(Cl)c1F,5.24
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,2.21
[N-]=[N+]=O,500000.0
C=CC=O,16.75
FC(F)CC(F)(F)F,116000.0
CC[Si](CC)CC,1774.0
CCOCC1CCCO1,13.7
[C-]#[O+],1300.0
CCl,21.8
CN,2.1
CS,675.0
CCCl,19000.0
CCN,10.1666666666667
C1CO1,1500.0
COC,164000.0
O=C(Cl)Cl,0.086925
FC(F)F,663000.0
FC(F)(F)F,50000.0
FC(F)(F)C(F)(F)F,500000.0
FF,185.0
ClCl,2.263
FN(F)F,5312.5
C[Si](C)C,1774.0
FC(F)=C(F)F,28500.0
FC(F)=C(F)C(F)(F)F,3060.0
FC(F)=C(F)OC(F)(F)F,10000.0
CN(C)S(=O)(=O)Cl,1.09433333333333
O=C(OC1CCCCC1)c1ccccc1O,0.3
O=C(Cl)C(F)(F)F,78.0
FC(C(F)(F)F)C(F)(F)F,788696.0
NCc1ccccc1,0.525
COc1ccccc1,6.51
C=C(C)C(=O)OC1CCCCC1,55.0
N12[Si]34N5[Si]16N3[Si]25N46,5.07
O=S(=O)(O)O,5.05
O=S(=O)([O-])[O-],5.05
CCN(CC)CC,3496.0
C[c-]1cccc1,0.1615
O=S(=O)([O-])[O-],5.05
CCCC(C)C=O,8.4
CCC=O,4.6
CC(=O)CC(C)=O,1224.0
CCCC=O,5.46
CCCCN(CCCC)CCCC,0.5
C1CCNC1,11.6666666666667
CC1=NNC(=O)N(/N=C/c2cccnc2)C1,1.8
CCCCCCCCCC,6.1
CS(=O)(=O)Cl,19.3705666666667
C=C[Si](C)(Cl)Cl,2021.0
CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,2.1
CCCCCCCCCCCCCCCCCC(=O)O[Pb]O[Pb]O[Pb]OC(=O)CCCCCCCCCCCCCCCCC,5.05
CC(=O)[O-],6.95
CC(=O)[O-],5.81
CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)[O-],5.7
O=C=Nc1ccccc1,0.022
O=[Zn],5.7
O1[Pb]O[Pb]2O[Pb]1O2,5.05
O=[Pb],5.05
COC(C(F)(F)F)C(F)(F)F,12434.41
CC(CC(C)(C)C)CC(C)(C)C,4.951
O[Si](O)(O)O,5.7
CCCCC(CC)CN,1.548
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,7.0
FC(C(F)C(F)(F)C(F)(F)F)C(F)(F)F,114.428
[SiH3]N([SiH3])[SiH3],99.0
CC(C)C(C)(N)C#N,24.56
CCC(C)N,11.2
C=CC(=O)OCC,19.35
CCOC(=S)[S-],7.69
C=CC(=O)OCCCC,10.5
NCCO,1.3
CCC[Si](Cl)(Cl)Cl,1352.0
O=Cc1ccc(Cl)cc1,0.2855
CCCC(=O)Cl,3.6
C1=CCCC1,22.9
CC(=O)[O-],5.04
CCCCCCC,51.395
CCCCOCCCC,21.6
C=C(Cl)CN=C=S,0.152
CCCCOCCOCCOCCO,2.4
O=C(O)CC(O)(CC(=O)O)C(=O)O,0.005
Cc1ccn[nH]1,28.0
C1CN1,0.1
CCc1ccc(C)nc1,2.67
C=C(Br)C(F)(F)F,11726.0
O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1[O-],5.05
CO[Si](CCCN=C=O)(OC)OC,15.0
Cl/C=C/Cl,24100.0
C=CC(C#N)OC(C)=O,7.86666666666667
CCOCC(C)O,9.59
SC1CCCCC1,5.6
O=C(Cl)CCCCCl,0.32
O=S(=O)([O-])c1ccc(N=Nc2c([O-])ccc3cc(S(=O)(=O)[O-])ccc23)cc1,1705.881
CCO[Si](CC[Si](OCC)(OCC)OCC)(OCC)OCC,26.0
COc1ccc(C)cc1,6.1
CC(C)(C)N=C=O,1.593
CCCCOC(=O)CCS,216.055
C/C=C1\CC2C=CC1C2,2866.0
FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)F,58.7
COC(C)(C)C,85.0
CCOP(OCC)c1ccccc1,0.32
C=CC(=O)OC(C)(C)C,7.02
Cc1ccc(S(C)(=O)=O)cc1[N+](=O)[O-],5.41
C=C[Si](C)(OC)OC,5.0
CO[Si](C)OC,4.6
CCC1=NCCO1,327.75
CN(C)CCOCCO,70.0
C1=CCOC1,6.0
COC(=O)C(C)O,5.4
CSCCC(O)C#N,0.651
CC(=O)C(O)c1ccccc1,0.25
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,1761.0
CO[Si](CC(C)C)(OC)OC,1525.0
CO[Si](CC[Si](OC)(OC)OC)(OC)OC,2.4
C[Si](O[Si](C)(C)C)O[Si](C)(C)C,22.6
N#Cc1c(F)cccc1F,2.64
FC(F)=C(F)OC(F)(F)C(F)(F)F,21000.0
C#CC(C)O,0.53
CCO[Si](C)OCC,2378.7
O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C2=Nc3cccc4cccc(c34)N12,2.868
C=CC(=O)OCCCCCCCCCCCC,0.69
C=COC1CCCCC1,22.007
Cc1ccccc1OCC1CO1,6.1
C=CN1CCCCCC1=O,1.6
CC(N)CCc1ccccc1,5.0
C=C(C)[C@H]1CC=C(C)C(=O)C1,5.66
O=C(CCS)OCCOC(=O)CCS,216.055
C=COC(=O)CC,10.2
CO[Si](C)(CC(C)CNCCN)OC,0.6
FC(F)(F)OC(F)(Cl)C(F)(F)Cl,21.98
CC[O-],60000.0
CC/C(C)=C/CCC(C)=O,10.47
Nc1c(Cl)cc(C(F)(F)F)cc1Cl,1.8
C=C(Cl)C(Cl)CCl,0.624
C=CC(=O)OCCN(C)C,0.223333333333333
CCCCC(CC)COC(=O)Cl,0.26
CCO[Si](CCCN=C=O)(OCC)OCC,10.5
CO[Si](OC)OC,61.0
ClSSCl,2.5
COC(=O)CC(C)=O,16.5
C=CCC,10000.0
C/C=C/CCC,8050.0
CCCCCCC(=O)Cl,0.4
CCC(C)OC(=S)S,7.69
CC(O)COC(C)CO,0.17
C/C=C/CCCCCCC,8050.0
CCCCCCC(C)(C)S,7.04
C=CCCC,19.6
CC/C=C/CCCC,8050.0
C=C[Si]1(C)O[Si](C)(C=C)O[Si](C)(C=C)O[Si](C)(C=C)O1,1.32
CN(C(=S)SSC(=S)N(C)c1ccccc1)c1ccccc1,5.064
CC/C=C\C#N,850.0
C=C[Si](C)(C)O[Si](C)(C)C=C,246.0
Cc1ccc(N=C=O)cc1N=C=O,66.0
CCCCCCCCn1sccc1=O,0.27
CCCCCC(C)C,33.52
CC(C)(C)c1ccc(O[P@]2OCC3(CO[P@@](Oc4ccc(C(C)(C)C)cc4C(C)(C)C)OC3)CO2)c(C(C)(C)C)c1,2.0
CC(C)(C)CCCCCC(=O)OOC(C)(C)C,48.225
CC(C)(C)CCCCCC(=O)OOC(C)(C)c1ccccc1,20.4
CCN1CCCC1=O,5.1
CCC(C)(CCC(C)C)C(=O)O,3.0
Clc1ccc(Cl)cc1,5.07
C=CCCCCCCCCCCCCCC,8050.0
C=CCCCCCCCCCCCCCCCC,8050.0
CC(C)Cc1cc2ccccc2c(S(=O)(=O)[O-])c1CC(C)C,0.9365
C/C=C/CCCCCC,8050.0
C=C[Si](OC)(OC)OC,2773.0
COC(=O)[C@H](C)O,5.4
c1cn[nH]c1,0.37
O=C=Nc1cccc(Cl)c1,0.0463333333333333
C#CC(C)(O)CCC=C(C)C,1.0
COC(=O)CCS,1.81
C=CC(=O)OCC(C)C,10.5
CCCCCCCC[Si](OCC)(OCC)OCC,22.0
CCN(CC)CC#N,62.0
NN,570.0
CN(C)CCN(C)CCN(C)C,290.0
CN(C)CCOCCN(C)C,2.204
C=CC1CC2C=CC1C2,2374.5
FC(F)(F)C(Cl)Cl,28000.0
C=C(C)C(=O)OCCN=C=O,8.794
CCCC[O-],24.3
C=CSC(C)O,1.14
CCCBr,35.0
C=CC(=O)OCCOC,2.7
CN(C)CCCO,0.09
Nc1ccccc1,0.4635
CC1OC1C,5.2
C[Si](C)O[Si](C)C,5.8
O=C=Nc1cccc(C(F)(F)F)c1,0.087
CC(C)COC(C)(C)C,68.2666666666667
O=C=Nc1ccccc1Cl,0.047
C[Si](Cl)(Cl)CC[Si](C)(Cl)Cl,1257.0
CCC(C)(C)OO,2.425
C=CCBr,2.41
O=C1CCCN1CCO,0.008
CCCCN1CCCC1=O,5.1
O=C=Nc1ccc(OC(F)(F)F)cc1,0.0225
C=C(C)C(=O)OCC(F)(F)F,4.945
CCC(C)NCCO,0.76
CC(CC(=O)Cl)CC(C)(C)C,0.24
FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I,630.5
CCCCCCCCCCCCCCCCCCO[P@]1OCC2(CO[P@@](OCCCCCCCCCCCCCCCCCC)OC2)CO1,2.0
C=COCCCCOC=C,6.3
CC(C)(C)CCCCCC(=O)Cl,0.4
C=CCC,10000.0
CC(CC#N)N1CC1,0.54
C#CCN(CC)CC,2.1
Cl[SiH2]Cl,314.0
C/C=C\C=O,928.0
OCC(F)(F)C(F)(F)F,23.94
COC1CCC=CO1,6.1
C1=CC2C3CCC(C3)C2C1,212.907666666667
CC(C#N)CCC#N,0.66
O=C(CCl)c1ccc(F)cc1,0.043
Fc1ccc(Br)cc1,18.0
C[Si](C)Cl,4478.0
CCOCOCC,6643.0
O=C(Cl)CCCCl,0.65
COC(OC)[NH+](C)C,12.16
CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2,0.5
CC1=CC(C)(C)CC(=O)C1,7.0
CNC(C)C,8.53
C=O,463.0
C1CCOCOC1,20.8
CC1(C)C2CCC1(C)C(O)C2,0.5
C=COC(=O)CCCCCC(C)(C)C,2.6
C[Si](C)(C)[O-],3151.0
O=C(CCl)c1ccc(F)cc1F,0.043
CCOCCOC(C)(C)C,10.5
FC(F)(F)c1ccc(Cl)nc1,19.0
Cc1ccc(N/N=C2\C(=O)C(C(=O)[O-])=Cc3ccccc32)c(S(=O)(=O)[O-])c1,1.51
Cc1ccco1,852.9
CCCOC(=O)[C@H](C)O,5.4
CCCCl,6.54
CC(C)CC(C)(C)C,33.52
CCOC(=O)Cl,0.865
Clc1cccc(Cl)c1,17.6
CCC[Si](OC)(OC)OC,22.2
CC(=O)[O-],5.05
CCOCC(C)OC(C)=O,6.99
CCCCCCCC[N+](C)(C)CCCCCCCC,10.0
CC(C)[O-],10000.0
CN=C=S,1.9
CCC(=O)[O-],5.7
CC(=O)[O-],6.49
ClC(Cl)(Cl)Cl,7228.0
COC1CCCC1,21.5
CC(=O)C(C)C,6372.66666666667
Cl[Si](Cl)Cl,1.5
C/C=C/C,10000.0
CC(C)C(=O)C(C)C,2765.0
O=C1CCO1,25.0
CCCCOC(=O)CC,23.78
CC(C)CC=O,42.7
Cc1cncc(C)c1,1.16
C=CCCCC,8050.0
CCN(C)C,2.3
C=C(C)[C@@H]1CC=C(C)CC1,2421.0
CNN,96.6
CCCCCCOC(=O)Cl,1.17
ClCCCl,7.758
COC(=O)OC,5.36
C[Si]1O[Si](C)O[Si](C)O[Si](C)O[Si](C)O1,4.9
Cc1cccc(N=C=O)c1,0.0315
O=S([O-])[O-],5.05
CCC/C(C)=N\O,295.0
C#CCCl,4.44
CSSC,1310.0
O=C(Cl)CCCl,0.9
CC(NC(=O)Cl)C1CCCCC1,0.88
CCCCCCCCCCCCC,6.1
CCCN,7.08333333333333
CCCCCCCCCCCCCC,6.1
C=CCCCCCCCCCCCCCC,8050.0
CCOC(C)(C)C,5.88
CCCCC(=O)Cl,2.07
CCO,4730.89230769231
O=CO,7.85
CC(=O)O,16000.0
C1CN(CCOCCN2CCOCC2)CCO1,0.21
C1COCO1,68.4
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.2
C=CCN,177.0
C=C(C)[C@@H]1CC=C(C)C(=O)C1,5.66
O=C([O-])C(Cl)(Cl)Cl,20.0
CC[NH2+]CC,5700.0
C1=CCC(C2OCC3(CO2)COC(C2CC=CCC2)OC3)CC1,7.37
CC1C2CC(CC2C2CCC(O)CC2)C1(C)C,5.27
COc1cc(C=O)cc([N+](=O)[O-])c1O,0.0417
CCCCCCCCCCO,0.237
CCC(C)C(=O)OC(C)C,5.967
CC(C)O,10000.0
C#CC1CC1,22.3
CCC#N,3.3
CN(C)C=O,5.85
CO[Si](OC)(OC)OC,63.0
CCCCCCCCCCCCOC(=O)c1ccccc1,200.0
CO[Si](OC)(c1ccccc1)c1ccccc1,0.42
CCCCC,27.9333333333333
CC1CCCC(C)C1N,3.6
C=CCCCCCCC,8050.0
C=C/C=C/CC/C=C/CC,133.632952380952
CC(C)CCCCCO,0.024
CC(C)CCCCCCO,21.7
C=CC#N,943.333333333333
CC(C)CCCCCCCO,95.3
CC(C)CCCCCCCCCCO,12.2
CC(C)CCCCCCCO,95.3
CCCCCCCC(C)C,4.9744347826087
CCCCCCCCCCC(C)C,4.951
CC(=O)[CH-]C(C)=O,1224.0
CCCCCCCOP(=S)([S-])OCCCCCCC,5.0
CCOC(=O)[C@H](C)O,5.4
CCCCCCCCC(C)C#N,5.3
CCN(C(C)C)C(C)C,2.63
C=CCO,92.0566666666667
c1ccccc1,6871.8835
CN(C)c1ccc(C=CC2=[N+](C)c3ccccc3C2(C)C)cc1,14.78
CC(O)C(N)C(=O)O,5.15
CCCCCCCCCC(C)(C)SSc1n[nH]c(=S)s1,0.62
CCl,6.3
ClCBr,38.6
CC#N,3587.0
C#CCO,2.0
CC=O,6662.02
CCS,11.23
NC=O,21.0
S=C=S,10.35
CSC,40250.0
C1CO1,660.0
CC(C)Br,9923.0
CC(C)Cl,6.54
CC(C)N,793.366666666667
C=C(Cl)Cl,86.8883333333333
O=CCCl,0.65
O=C(Cl)Cl,0.149166666666667
CN(C)C,1754.3
C[Si](Cl)Cl,1785.0
CC1CO1,842.6992
CC(C)(C)S,26643.0
C[Si](C)(C)C,21.3
C[Si](C)(C)Cl,4257.0
C[Si](C)(Cl)Cl,2092.0
C[Si](Cl)(Cl)Cl,1365.0
CCC(C)(C)C,73860.0
COC=O,5.2
CCC(C)(C)O,3000.0
OCC(F)(F)F,784.0
C=C[Si](Cl)(Cl)Cl,1121.0
CCOCCC(=O)OCC,998.0
FB(F)F,1.21
CCN1CCCCC1,2.42333333333333
[O-]Cl,10.5
C=C[Si](C)(C)N[Si](C)(C)C=C,1516.0
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,1.2895
C1=CC2C3C=CC(C3)C2C1,212.907666666667
Cl[Si](Cl)(Cl)Cl,1312.0
C[Si](C)(C)O[Si](C)(C)C,15956.0
O=S(Cl)Cl,4.9253
C[C](C)C,2102.0855
C[Si](Cl)(Cl)CCCCl,1257.0
CC(C)CO,18.18
CC(C)C=O,23.6
C=C(C)C=O,0.553333333333333
CCC(C)Cl,6.76
CC(=O)CCl,1.9
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,22.6
CCC(=O)Cl,0.2
CCC(=O)O,19.7
C=CC(=O)O,5.1
COC(=O)Cl,0.061
CC(C)C(C)C,73860.0
CC(C)C(=O)Cl,0.823333333333333
O=C(Cl)C(=O)Cl,771.65
C=C(C)C(=O)O,7.1
O=CC1CCOC1,4.48
CC(C)(C)OC(=O)CCl,4.738
O=C=NCCCCCCN=C=O,0.124
CC(C)CC(C)OP(=S)([S-])OC(C)C,2.3
O=C1NC(c2ccc(Cl)cc2)=C2C(=O)NC(c3ccc(Cl)cc3)=C12,2250.0
CO[Si](CCCCCC[Si](OC)(OC)OC)(OC)OC,0.042
CC(C)[C@@]12CC[C@@](C)(O1)[C@@H](O)C2,8.535
C=CCCCCCCCC,8050.0
CCC(OCCCOC)OC(C)=O,5.7
O=Cc1ccccc1Cl,1.203
C=CC(=O)[O-],5.1
C/C=C/C,2102.0855
CC(C)CCN,11.2333333333333
CCCCCCCC/C=C\CCCCCCCCOCCO,0.1
c1ccc2ccccc2c1,39.05
CCO[Si](CCCN)(OCC)OCC,10.5
CCOC(C)(C)CC,23.2
CCCN(C)C,4.499
NCCOCCO,0.0087
CCc1ncc(C)[nH]1,0.03
CCCC/C=C/CC/C=C/CCCCCC,8050.0
CCC[Si]([O-])([O-])[O-],22.2
C=CCCCCCCCCCCCCCCCCCCCC,8050.0
CC(C)=CC=O,6.5
C=CCCCCCCCCCCCCCCCCCCCCCCCC,8050.0
COC(=O)C1CCC(C(=O)OC)CC1,2.91
Fc1cccc(C(F)(F)F)n1,2529.5
Nc1ccccc1Cl,4.406
Cc1ccccc1N,862.0
Oc1ccccc1Cl,4.77
Cc1ccc(N)c(C)c1,1.53
Cc1ccc(Cl)cc1Cl,2.669
C=CCOC(=O)C(=C)C,1.47
CCC(C)C=O,50.5
CN(C)CCO,1641.0
ClCC(Cl)CCl,4.8
CC/C(C)=N/O,4.83
C=CC(=O)OC,10.832
COC(=O)CCl,210.0
C=C(C)C(=O)OCC,55.0
CC(C)COC(=O)C(C)C,3.88
CCB(CC)CC,738.0
OCC1CCCO1,751.0
OCc1ccco1,1.33666666666667
CN(C)C1CCCCC1,1.7
CC(=O)CC(C)C,9.9
Cc1cccc([N+](=O)[O-])c1,0.88
CCC(C)(C)OC,5.4
CC(C)N(C)C,4.499
CCO[Si](OCC)OCC,0.5
C[Si](C)(C)N[Si](C)(C)C,1516.0
CC(C)CC(C)O,16.0
CC(C)NC(C)C,5.35
C=C(C)OC(C)=O,22.0
NC1CCCC1,7.7
CC(C)CC(=O)CC(C)C,14.5
Cc1ccccc1,27.9333333333333
Clc1ccccc1,20.4
Cc1ccccn1,9.4
CC(C)C(=O)OOC(C)(C)C,2.53
CN(C)CCCN,4.31
C=CCCC,10000.0
CCCCN,4.2
